fighter,elo
Scott Fiedler,1483.3460560279918
Josias Musasa,1483.3425840856073
Maciej Jewtuszko,1483.337264279126
Nick Pace,1483.335253590135
Billy Ray Goff,1483.333899490184
John Yannis,1483.3330153653546
Irina Alekseeva,1483.3321427792087
Allen Berube,1483.3296897362338
Angel Pacheco,1483.3278126633898
Jackie Lee,1483.327580214969
Ronald Jhun,1483.3225004855187
Nick Osipczak,1483.3193590050423
Paul Georgieff,1483.3187325824547
Eddie Mendez,1483.3075014010842
Joshua Weems,1483.3043868768052
Alice Ardelean,1483.2994900952563
Guilherme Vasconcelos,1483.2991990552246
Ivan Serati,1483.297635650854
Matt Arroyo,1483.2976013366472
James Mcsweeney,1483.2976013366472
Ben Alloway,1483.2976013366472
Djorden Santos,1483.2975328274754
Dieusel Berto,1483.2975328274754
Courtney Turner,1483.2975328274754
Nyamjargal Tumendemberel,1483.2927675076855
Brian Geraghty,1483.2914648166425
Charlie Valencia,1483.2695935742286
Filip Pejic,1483.264042823109
Sean Alvarez,1483.263693206478
Keith Mielke,1483.263693206478
Nate Schroeder,1483.263693206478
David Velasquez,1483.263693206478
He-Man Gipson,1483.263693206478
Zane Frazier,1483.263693206478
Kristian Rothaermel,1483.263693206478
Roger Zapata,1483.263693206478
Matt Lucas,1483.259140932441
Yuri Vaulin,1483.24634850548
Hyun Gyu Lim,1483.2420679921315
Sabina Mazo,1483.230368866078
Saeed Hosseini,1483.2298601853572
Nick Serra,1483.2298601853572
Chris Liguori,1483.222797052628
Robert Sanchez,1483.205785262085
Yuneisy Duben,1483.19618057542
Justin Lawrence,1483.1666495488873
Jeremy Horn,1483.163740871987
Danielle Taylor,1483.132740395439
Carlos Barreto,1483.1138198923452
Chris Cope,1483.0899785910497
John Campetella,1483.0340471613458
Ivan Salaverry,1483.0256014729398
Rolando Delgado,1483.0185490417966
David Michaud,1482.9462270607703
Ron Stallings,1482.936625976961
Matthew Semelsberger,1482.9005359844364
Roland Payne,1482.8965137687414
Chad Anheliger,1482.849839079057
Misha Cirkunov,1482.7896298224366
Sam Hoger,1482.7592453878299
David Heath,1482.7475297913825
Marcel Fortuna,1482.7380306011432
Ariane Da Silva,1482.7212631547359
Masio Fullen,1482.7141164085808
Sean Sharaf,1482.6961258903923
Blake Bilder,1482.6943066290864
Ricardo Romero,1482.6942953091618
Felipe Olivieri,1482.6924522040092
Christian Colombo,1482.6599067283805
Geraldo De Freitas,1482.654133792727
Jesse Lennox,1482.6313389623713
Lewis Gonzalez,1482.6289401497
Emily Ducote,1482.6226170847413
James Lee,1482.6169429905315
Orion Cosce,1482.6024607589525
Isabela De Padua,1482.595145636227
Ian Loveland,1482.5950719527063
Yan Cabral,1482.5802146024614
Kody Steele,1482.5764512830565
Cameron Dollar,1482.5316336962655
Kanako Murata,1482.5234595950337
Rodrigo Damm,1482.5214153818304
Jason Von Flue,1482.5176866782442
Luis Gurule,1482.4969102778334
Joao Pierini,1482.4967072698337
Clay Harvison,1482.4302648116543
Sasha Palatnikov,1482.398179473941
Justin Salas,1482.372012215993
Dustin Kimura,1482.3174609307248
Chris Camozzi,1482.2642208802706
Alex Karalexis,1482.2504844798614
Travis Lutter,1482.2337439394073
Trevor Peek,1482.2192512306847
Poliana Botelho,1482.1592225745342
Jake Ellenberger,1482.1338405534748
Thiago Perpetuo,1482.1204332957045
Carlos Newton,1482.0334779517555
Jamie Moyle,1482.0008976568924
Mike Easton,1481.9369989266345
Khama Worthy,1481.919305591322
Sung Bin Jo,1481.901908385059
Tom Blackledge,1481.8836300196224
Josh Stansbury,1481.8564054425435
Pawel Pawlak,1481.8385772972242
Omar Morales,1481.8086457708177
Brian Kelleher,1481.7610036667118
Robelis Despaigne,1481.723720914488
Eugene Jackson,1481.6562329111873
Justine Kish,1481.6561743455268
Luana Pinheiro,1481.6177405704211
Mandy Bohm,1481.4940588294578
Francimar Barroso,1481.3723440242504
Ivan Menjivar,1481.360474044815
Daniel Frunza,1481.3161499716985
Ricky Turcios,1481.219560176582
Corey Hill,1481.1951626521468
Ottman Azaitar,1481.128173411576
Andre Pederneiras,1481.068523469531
Kevin Burns,1480.780987312428
John Lober,1480.741214841849
Jorge Gurgel,1480.6420886820056
Dan Miller,1480.6109618012586
William Knight,1480.4741877733636
Abu Azaitar,1480.45528496589
David Loiseau,1480.3752815055211
Rob Kimmons,1480.311329135689
Kyle Kingsbury,1480.1529057855796
Yui Chul Nam,1479.7354277493562
Jorge Patino,1479.7145984372164
Dylan Andrews,1479.6811250677404
Matthew Lopez,1479.5118210434443
Joe Riggs,1479.4948189651652
Roland Delorme,1479.421047578464
Gabriel Benitez,1479.3692993884567
Chris Beal,1479.03623424094
Hacran Dias,1479.0337195574207
Daniel Pineda,1479.0048675926876
Ion Cutelaba,1478.919990959889
Trevor Smith,1478.8828343342236
Ben Saunders,1478.7240013973199
Hayato Sakurai,1478.6151464127145
Mike Ricci,1478.5718705161048
Caol Uno,1478.4824959729838
Vitor Miranda,1478.4452527133274
Priscila Cachoeira,1478.441360212225
Joe Soto,1478.3375180859136
Justin Scoggins,1478.1997530188612
Justin Ledet,1478.1323334293957
Teruto Ishihara,1478.0603722577903
Guido Cannetti,1478.0210412602125
Louis Smolka,1477.9976968347958
Igor Zinoviev,1477.844247764647
Yuki Kondo,1477.605224843144
Harold Howard,1477.4210407214325
Marion Reneau,1477.3054646065239
Emil Meek,1477.1807129609015
Damir Hadzovic,1477.1704707656568
Court Mcgee,1477.1222078994551
Christos Giagos,1477.0810712191687
Yizha,1477.027466493767
Colton Smith,1476.979160460315
Mike Brown,1476.7883700481912
Kimo Leopoldo,1476.6337964349598
Cole Miller,1476.6325465239001
Will Brooks,1476.6191451564575
Tyson Nam,1476.6023229694504
Luke Cummo,1476.246925942458
Darrick Minner,1476.1518781761108
Efrain Escudero,1476.1185296998183
Sheldon Westcott,1476.0044825568166
Jianping Yang,1476.0
Kiru Sahota,1476.0
Feng Xiaocan,1476.0
Baergeng Jieleyisi,1476.0
Jay Cucciniello,1476.0
Justin Frazier,1476.0
Seungguk Choi,1476.0
Joe Giannetti,1476.0
Gil Castillo,1475.9473283327177
Marcin Held,1475.8855780752162
Leandro Silva,1475.86874489138
Eddie Gordon,1475.338175525689
Brian Johnston,1475.2615543013073
Craig White,1475.1775602645534
Sam Stout,1475.0891512042692
Greg Hardy,1474.9729322662388
Anthony Perosh,1474.8662438200445
Alibi Idiris,1474.8572957075298
Jack Marshman,1474.7830552631106
Jessica-Rose Clark,1474.6709728888595
James Irvin,1474.5300238814596
Fabricio Camoes,1474.3925645594388
Felipe Arantes,1474.3586642022783
Rafael Alves,1474.2721171928022
Bj Penn,1474.2694295785645
Preston Parsons,1474.1357087045546
Kj Noons,1474.0792325250616
Luke Sanders,1473.9302708317616
Anthony Njokuani,1473.8697552960023
Brendson Ribeiro,1473.7149717214052
Daniel Sarafian,1473.6517617572504
Hatsu Hioki,1473.6493161486217
Mike Breeden,1473.6290942336827
Vernon White,1473.617511054544
Russell Doane,1473.4313427944912
Kevin Croom,1473.413889434029
Eric Shelton,1473.3126275407021
Aj Fletcher,1473.2862500312485
Dwight Grant,1473.211098129451
Tj Brown,1473.2101267215517
Ryo Chonan,1473.204577333578
Isaac Vallie-Flagg,1473.2001220616044
Derrick Krantz,1473.1967236704463
Mickey Gall,1473.1954009870408
Papy Abedi,1473.183590962941
James Moontasri,1473.0915527694756
Mario Miranda,1473.0883956124248
Darrell Horcher,1472.9889244957772
Lucio Linhares,1472.8391249763963
Chris Wilson,1472.7663889380049
Kuniyoshi Hironaka,1472.7376712624095
Goran Reljic,1472.7229418975548
Martin Bravo,1472.6816403521887
Leonardo Mafra,1472.629090091625
Tresean Gore,1472.581254194745
Chico Camus,1472.5505717196763
Brandon Thatch,1472.373830013865
Sam Sicilia,1472.3554145321684
Carmelo Marrero,1472.3336921910156
Felipe Dos Santos,1472.3140507345952
Saparbeg Safarov,1472.3022494580177
Jason Dent,1472.2755322445828
Chad Griggs,1472.1843127804427
Piotr Hallmann,1472.1632695020508
Koji Oishi,1472.1492927681068
Kron Gracie,1472.0961110145208
Christian Morecraft,1472.0862997771344
Pat Barry,1472.0260091579187
Junior Tafa,1471.9988790837172
Ray Rodriguez,1471.997828213214
Aj Cunningham,1471.9876756417377
Kevin Borjas,1471.8947103011835
Alvin Robinson,1471.8322346416812
Jason Gonzalez,1471.8109831177599
Mark Hominick,1471.80578886572
Michael Mcbride,1471.7585497731568
Shane Roller,1471.7447446975
Vanessa Melo,1471.6934461502829
Gustavo Lopez,1471.6545918918073
Don Shainis,1471.6393356670387
Alex Da Silva,1471.6381476198744
Sean Spencer,1471.618774196069
Alex Nicholson,1471.613116995263
Yanis Ghemmouri,1471.5908135820046
Elizabeth Phillips,1471.5567923910435
Felipe Colares,1471.5411304813888
Frankie Perez,1471.5003138918912
Reese Andy,1471.4998374314403
Geane Herrera,1471.4790870052536
Mehdi Baghdad,1471.4633654136044
Alberto Crane,1471.4531025093456
Justin Levens,1471.4519205340407
Kleydson Rodrigues,1471.4228990097429
Amar Suloev,1471.411253244794
Mark Striegl,1471.389721898651
Terry Martin,1471.3852666581622
Jason Macdonald,1471.3741344345087
Luigi Vendramini,1471.3716618598346
Mitch Ramirez,1471.3531722075722
Jon Delos Reyes,1471.3102397315233
Tj O'Brien,1471.2872589774356
Karl Roberson,1471.2649109874649
Vagner Rocha,1471.2179924113952
Clay Collard,1471.2151684760465
Carlos Huachin,1471.194213674209
Jesse Butler,1471.1731264141708
Sean Salmon,1471.172878146005
Jeff Hughes,1471.1600531828617
Jason Witt,1471.1451811208997
Bart Palaszewski,1471.1135539595937
Danny Martinez,1471.0386833942805
Albert Morales,1471.0298573687496
Josh Fremd,1471.0236481293575
Jon Olav Einemo,1470.9999821311499
Norifumi Yamamoto,1470.9094338488435
Renee Forte,1470.9055351822988
Chris Fishgold,1470.9034318420017
Anderson Dos Santos,1470.8848531991016
Antonio Mendes,1470.8828281483966
Kazula Vargas,1470.8412632017746
Josh Copeland,1470.8330610516111
Jason Novelli,1470.8316294742253
Nohelin Hernandez,1470.798738142964
Quinn Mulhern,1470.7885607023877
Cole Williams,1470.7866942698088
Aj Dobson,1470.7861205461174
Kai Asakura,1470.782182065514
Johnny Eduardo,1470.7770097446244
Shayna Baszler,1470.7769693158002
Rostem Akman,1470.7724220262025
Jose Johnson,1470.7549610392648
Kevin Aguilar,1470.7366305835837
Oliver Enkamp,1470.7089966877431
Gilbert Urbina,1470.6977749363868
Sarah Frota,1470.6476197342836
Talita Bernardo,1470.6445602021936
Jamey Simmons,1470.6212670344287
Marcus Aurelio,1470.6013644068896
Joey Gambino,1470.5972526594257
Akbarh Arreola,1470.579110198488
Journey Newson,1470.5232856329185
Mike Grundy,1470.5176464734946
Stefan Sekulic,1470.4962086686733
Jeremy Kimball,1470.4942279709255
Sarah Kaufman,1470.4464859581346
Gaetano Pirrello,1470.424763473709
Paul Bradley,1470.4145003432484
Roger Hollett,1470.391952568694
Pedro Falcao,1470.3724297959338
Shanna Young,1470.3661719240863
Mike Rio,1470.364677197441
Lando Vannata,1470.355131057253
Bevon Lewis,1470.317100904544
Austin Arnett,1470.3059446466502
Brandon Wolff,1470.2745921554017
Tim Williams,1470.2619136251922
Tj Laramie,1470.2448629723708
Mats Nilsson,1470.2347180056604
Joachim Christensen,1470.2267331166918
Jason Tan,1470.2240441468116
Crafton Wallace,1470.203206374778
Byron Bloodworth,1470.1966699908855
Landon Quinones,1470.195537134561
Josh Ferguson,1470.1661031368037
Andre Gusmao,1470.1632457797655
Christophe Leninger,1470.1632457797655
Brandon Jenkins,1470.149154559448
Juancamilo Ronderos,1470.1389874050537
Chad Reiner,1470.1165667442804
Joao Zeferino,1470.100901314197
Teemu Packalen,1470.1005623958742
Yao Zhikui,1470.078088380057
Cristiano Marcello,1470.0583939560815
Josh Clopton,1470.039520388595
Doug Evans,1470.0371307365951
Terrence Mitchell,1470.0364844568935
Michael Patt,1470.0112641558783
Luis Ramos,1470.009379712893
Liudvik Sholinian,1469.9909521283882
Moti Horenstein,1469.9907913760999
Peter Barrett,1469.98771529166
Trevin Jones,1469.9465245619963
Jessin Ayari,1469.9413975949765
Alex White,1469.9395795146888
Larry Cureton,1469.9340285745086
Dokonjonosuke Mishima,1469.9297745825436
Dennis Buzukja,1469.908337032936
Alptekin Ozkilic,1469.886240793232
Takenori Sato,1469.8335493640227
Ryan Couture,1469.8239177276125
Dong Hyun Ma,1469.8185200849896
Alex Ricci,1469.8129067954944
Ricky Rainey,1469.7952398824254
Dan Evensen,1469.7660071239522
Jason Young,1469.757493258386
Amilcar Alves,1469.7544023666615
Rolando Dy,1469.753828954569
Chris Tuchscherer,1469.7181476825444
Hector Ramirez,1469.7084881928276
Tucker Lutz,1469.70078919258
Patrick Williams,1469.6918622376468
Erik Silva,1469.691566947735
Yosdenis Cedeno,1469.68896388343
Antonio Silva,1469.660579469543
Matt Sayles,1469.650190275344
Vaughan Lee,1469.6420132277253
Edwin Figueroa,1469.6070643358937
Jay Silva,1469.6057291490931
Jordan Vucenic,1469.6037795836687
Matt Bessette,1469.6022696926634
Jorge Lopez,1469.5976956248032
Mariya Agapova,1469.5935746813298
Brock Jardine,1469.5691977709373
Devin Powell,1469.5586318937155
Luan Lacerda,1469.5571140342443
Gabriel Silva,1469.555105336639
Shane Del Rosario,1469.551103724391
Steve Lopez,1469.5337777212956
Kazuhiro Nakamura,1469.529310990712
Hailey Cowan,1469.5231728318904
Chris Heatherly,1469.513054031544
Jarno Errens,1469.511655024765
Ramiro Hernandez,1469.5107645488
Ode Osbourne,1469.5075901848722
Wagner Silva,1469.5031170912061
Tim Gorman,1469.4984787785224
Paul Redmond,1469.49346654895
Jesse Strader,1469.4812378025376
Kevin Jordan,1469.4724159930558
Azamat Gashimov,1469.4700904373663
Ryan Thomas,1469.4696488181887
Denis Stojnic,1469.4685736478555
Ednaldo Oliveira,1469.4638407984958
Jordan Radev,1469.4618416746127
Eiji Mitsuoka,1469.451840426238
Tor Troeng,1469.4488773051787
Steve Montgomery,1469.4439139525114
Yusuke Kasuya,1469.4396304994605
Valeri Ignatov,1469.4387739660467
Fabiano Scherner,1469.437492724009
Lauren Mueller,1469.4344756266166
Mike Guymon,1469.4320701141266
Louis Cosce,1469.4297240048086
Larissa Pacheco,1469.4254656181542
Pearl Gonzalez,1469.4234326956337
Carl Deaton,1469.4233366378323
Joey Beltran,1469.4144839568444
Anthony Christodoulou,1469.4092334789489
Cortavious Romious,1469.4057239252652
Harry Moskowitz,1469.4050061101236
Jose Maria,1469.381478691128
Val Woodburn,1469.3788308821606
John Halverson,1469.373872702017
Alex Soto,1469.366444599677
Gasan Umalatov,1469.3534764996455
Bruno Souza,1469.3497774939012
Claudio Ribeiro,1469.3423929977423
Yasuhiro Urushitani,1469.3345123425697
Westin Wilson,1469.3334065246054
Te Edwards,1469.331889988195
Collin Anglin,1469.3157227366173
Brendon Marotte,1469.3084545058114
Michel Quinones,1469.299915470336
Willie Gates,1469.2928004389164
Luis Henrique,1469.291092016521
Kb Bhullar,1469.2806663520219
Herbert Burns,1469.2716727325617
Richardson Moreira,1469.2690031948898
Matt Dwyer,1469.2687572136945
Richard Walsh,1469.2622854183637
Gilbert Aldana,1469.2328750996
Steven Peterson,1469.2087663663199
Kazuki Tokudome,1469.1302983499322
Chris Dempsey,1469.100368285809
Johnny Munoz,1469.074765032266
Julio Paulino,1469.0686551520414
Joey Gomez,1469.062732448352
Laureano Staropoli,1469.0623466228958
Guto Inocente,1469.0563375285178
Tom Niinimaki,1469.054451466164
Anthony Ivy,1469.0535413955824
Justin Jones,1469.0462031934576
Danny Chavez,1469.0384031967021
Edward Faaloloto,1469.0373291952155
Joseph Gigliotti,1469.0354726471232
Roosevelt Roberts,1469.017411391754
Zarrukh Adashev,1469.0042535607745
Rob Wilkinson,1468.9974832259234
Damarques Johnson,1468.9828449836784
Scott Askham,1468.9772547376028
Brendan O'Reilly,1468.9463211402606
Karlos Vemola,1468.932489612124
Anthony Birchak,1468.9159105375377
Jack May,1468.9147929313244
Juan Manuel Puig,1468.9135293560996
Alexander Yakovlev,1468.9095415076072
Brian Houston,1468.9004458008908
Antonio Trocoli,1468.8904921063406
Mike Stumpf,1468.8831252856992
Humberto Bandenay,1468.8821328534204
Alexandre Dantas,1468.8613833425347
Jason Godsey,1468.8591892269988
Jesse Bongfeldt,1468.8525051709419
Gadzhimurad Antigulov,1468.844027103935
Jim Wallhead,1468.8133230732783
Travis Wiuff,1468.8131704311231
Damian Stasiak,1468.8040402560987
Matt Horwich,1468.8007922980794
Thomas Gifford,1468.7990381047398
Andreas Stahl,1468.7933682359078
Andreas Michailidis,1468.7925731106964
Jin Soo Son,1468.7896504987823
Cody Pfister,1468.7785534030495
Rashad Coulter,1468.7780112335747
Jc Cottrell,1468.7654229796706
Montserrat Conejo Ruiz,1468.7630874114827
Jeremy Jackson,1468.7569831755231
Oli Thompson,1468.740899370752
Victor Rodriguez,1468.7407011287348
Roberto Romero,1468.7387708678486
John Cofer,1468.736306793522
Julie Kedzie,1468.736306793522
Bristol Marunde,1468.736306793522
Alan Omer,1468.736306793522
Carls John De Tomas,1468.736306793522
Brad Gumm,1468.736306793522
Mike Lullo,1468.736306793522
Joseph Sandoval,1468.736306793522
Curtis Stout,1468.736306793522
Sheila Gaff,1468.736306793522
Brad Morris,1468.736306793522
Charlie Ward,1468.736306793522
Aalon Cruz,1468.736306793522
Dan Stittgen,1468.736306793522
Sammy Morgan,1468.736306793522
Alexis Dufresne,1468.736306793522
Royce Alger,1468.736306793522
Luiz Dutra,1468.736306793522
Jose Medina,1468.734493957486
Mark Eddiva,1468.7089942703356
Chris De La Rocha,1468.707684287672
Marcin Bandel,1468.7052770148262
Ansar Chalangov,1468.703620731929
Cm Punk,1468.7023986633528
Jason Black,1468.7023986633528
Tateki Matsuda,1468.7018150347776
Ericka Almeida,1468.7011136438014
Nick Klein,1468.6966668551095
Damien Brown,1468.6966304513965
Ben Wall,1468.6896922188582
Victor Martinez,1468.6864133482923
Jordan Espinosa,1468.6851020317526
Gadzhi Omargadzhiev,1468.6834238564243
Danny Downes,1468.6644488876718
Josh Shockley,1468.6394769952249
Kyle Bradley,1468.6104090886404
Pat Audinwood,1468.5974163529525
Josh Sampo,1468.567624305696
Tommy Hayden,1468.5408098173307
Mitch Raposo,1468.5232640246359
Sarah Alpar,1468.5074003820225
Konstantin Erokhin,1468.4980787006716
Cj Keith,1468.489777806018
Nick Fiore,1468.4796358942594
Jonavin Webb,1468.4610998499911
Jeff Cox,1468.4433914868434
Joe Brammer,1468.4389173429067
Edilberto De Oliveira,1468.429889313226
Townsend Saunders,1468.4168439792911
Danny Mitchell,1468.3973503072061
Keita Nakamura,1468.3822729177173
Carlton Minus,1468.3583512700818
Brodie Farber,1468.3456526434798
Michael Kuiper,1468.3038525439658
Anna Elmose,1468.3018280515528
Shana Dobson,1468.2930988556998
Nick Penner,1468.2915078298138
Rodrigo De Lima,1468.2717298539376
Cameron Vancamp,1468.2352005327887
Eric Wisely,1468.225959595189
Yohan Lainesse,1468.207574391064
Dakota Bush,1468.192334743686
Reuben Duran,1468.1477810615077
Ashkan Mokhtarian,1468.117704261858
Silvana Gomez Juarez,1468.117702591898
Hernani Perpetuo,1468.1155781209295
Adam Milstead,1468.1103649385768
Pat Schilling,1468.0996198623789
Rob Yundt,1468.0859939092838
Nick Aguirre,1468.079023704847
Zhang Tiequan,1468.0763963155493
David Dodd,1468.072564804227
Yusaku Kinoshita,1468.069136244723
Wendell Oliveira Marques,1468.067601496311
Kay Hansen,1468.0661832347098
Danilo Belluardo,1468.0661178732219
Vince Cachero,1468.063975207417
Colin Robinson,1468.0601055225577
Jai Herbert,1468.0542776135683
Bernardo Magalhaes,1468.0461229496857
Ronys Torres,1468.044187346611
Danny Abbadi,1468.039993745374
James Bochnovic,1468.0385360893365
Cesar Arzamendia,1468.0364105103088
Seo Hee Ham,1468.0352210185765
Nolan Ticman,1468.0339081301693
Joe Veres,1468.0338330211207
Sam Fulton,1468.0338330211207
Chan-Mi Jeon,1468.0337506537273
Marnic Mann,1468.0337200724052
Yuri Villefort,1468.0336392973593
Ulysses Gomez,1468.0323497647144
Leo Kuntz,1468.0314408363338
Wes Combs,1468.0302937592603
Nicolle Caliari,1468.003249025952
Steve Judson,1468.0031784536388
Mark Holst,1468.0015544510898
Brogan Walker,1468.0
David Kaplan,1468.0
Lisa Ellis,1468.0
Razak Al-Hassan,1468.0
Jacob Kilburn,1468.0
Chris Indich,1468.0
Chris Price,1468.0
Donny Walker,1468.0
Shane Howell,1467.9981756410587
Alberto Uda,1467.9952154869136
Johnny Rees,1467.9759962871249
Syuri Kondo,1467.9748560663177
Cameron Else,1467.9709068323316
Carlos Candelario,1467.9676470819547
Elias Garcia,1467.966511022866
David Lee,1467.9663546731374
Anton Zafir,1467.9568725291133
Micheal Gillmore,1467.955608253215
Rosi Sexton,1467.949182751945
Victor Valimaki,1467.9454809045142
Houston Alexander,1467.9385796312706
Joseph Holmes,1467.9289004166797
Jimmy Flick,1467.910329531726
Tom Deblass,1467.8884531345363
Bruno Silva,1467.8499434722373
Ryan Macdonald,1467.8036730744525
Dashon Johnson,1467.7908747116749
Lucas Alexander,1467.7731513434949
Ross Pearson,1467.7462063762648
Gabriel Miranda,1467.6983144076623
Chase Gormley,1467.66760590864
Kaynan Kruschewsky,1467.6371871617978
Maheshate,1467.6334219179487
Leonardo Guimaraes,1467.59405816717
Marcos Mariano,1467.5837496333058
Ivan Erslan,1467.567663866436
Joe Vedepo,1467.5239609077585
Michal Figlak,1467.5154136492063
Gloria De Paula,1467.4814307215881
Kyle Stewart,1467.4761411108177
Jonathan Wilson,1467.4722953159562
Samy Schiavo,1467.4456418154691
Anthony Lapsley,1467.4455429800087
Diyar Nurgozhay,1467.4436886990707
Todd Brown,1467.4242228862665
Besam Yousef,1467.4157599599885
Maria Oliveira,1467.4085352899554
Marcelo Golm,1467.3974161344067
Charles Byrd,1467.3935210843035
Cain Carrizosa,1467.3894542979629
Vik Grujic,1467.3626451588043
Ali Alqaisi,1467.3585262252345
Richie Vaculik,1467.3525901893788
Kwan Ho Kwak,1467.3243560351773
Cristina Stanciu,1467.3217153063915
Motonobu Tezuka,1467.3097296426217
Suman Mokhtarian,1467.2949325695129
Juan Adams,1467.2921968672842
Chris Avila,1467.2804674605134
Kelly Faszholz,1467.277703495575
Randy Costa,1467.2771927280157
Xavier Foupa-Pokam,1467.276797937907
Ross Pointon,1467.2714534727822
Luke Caudillo,1467.2654717939452
Emily Kagan,1467.263693206478
Boston Salmon,1467.240915140189
Rachael Ostovich,1467.161183622403
Yoshihiro Akiyama,1467.1491905708417
Rin Nakai,1467.1015822309328
George Roop,1467.0303137223993
Jorge De Oliveira,1466.9812385766888
Aleksa Camur,1466.9481251882873
Daniel Jolly,1466.947100381876
Nate Mohr,1466.944617248277
Josh Quinlan,1466.9257960037437
Steve Kennedy,1466.8495905282941
Antonio Dos Santos,1466.837497903238
Yoislandy Izquierdo,1466.820073559677
Emily Whitmire,1466.79836896223
Darko Stosic,1466.7523359439265
Drako Rodriguez,1466.7087228649093
Steve Steinbeiss,1466.704559079172
Zac Pauga,1466.7023198977845
Cody Donovan,1466.6778290780037
Roldan Sangcha'An,1466.6551038828545
Mallory Martin,1466.6428047473746
Tamires Vidal,1466.565069853308
Jessamyn Duke,1466.5319312702923
Paulo Thiago,1466.4771026481612
Josh Neer,1466.4687470910922
Dave Menne,1466.4151270651637
Walel Watson,1466.36981241774
Grigory Popov,1466.3528804567372
Ivana Petrovic,1466.321063890041
Charalampos Grigoriou,1466.206400495079
Henrique Da Silva,1466.1514364113582
Cj Vergara,1466.1234780869333
Daniel Spitz,1466.091216691456
Cody East,1466.0319390164593
Alvaro Herrera Mendoza,1466.011378423234
Liana Jojua,1465.801269811597
Justin Eilers,1465.6939192751568
Mac Danzig,1465.6884483517697
Scott Smith,1465.617737728435
Barb Honchak,1465.5866420195566
Jenel Lausa,1465.5622452052198
Brad Scott,1465.4706254261368
Miranda Granger,1465.4613715152907
Victor Altamirano,1465.4535923241044
Jason Gilliam,1465.4113358849384
Abdul Razak Alhassan,1465.3894987987708
Yorgan De Castro,1465.251846819673
Cody Gibson,1465.2312728242737
Dustin Stoltzfus,1465.1569550017923
Yves Edwards,1465.0273246429151
Tafon Nchukwi,1464.7956887987011
Andre Winner,1464.659491268635
Dhiego Lima,1464.0380223032773
Cortney Casey,1463.9916770836498
Bethe Correia,1463.726359291071
Julian Marquez,1463.5579611484225
David Zawada,1463.415523664179
Fernando Bruno,1463.298845872004
Aaron Riley,1463.1502583212232
Toshiomi Kazama,1463.1160240504798
Andre Fialho,1463.0478206565258
Jamie Varner,1462.815224220645
Wellington Turman,1462.8115929987111
Marc-Andre Barriault,1462.639031334194
Michelle Waterson-Gomez,1462.60330514047
Kaan Ofli,1462.5054395111858
Horacio Gutierrez,1462.4963511575859
William Macario,1462.4906518019234
Mike De La Torre,1462.3801322889897
Pete Williams,1462.1845708180088
Jessica Rakoczy,1461.8339722803935
Enrique Marin,1461.7377332540013
Kevin Casey,1461.6325216028595
Rafael Cavalcante,1461.3811230339945
Sam Alvey,1461.1529823279632
Jeka Saragih,1461.1239318979108
Tommy Speer,1460.9767367202494
Seungwoo Choi,1460.945683168532
Jared Gooden,1460.9174198077503
Alessio Sakara,1460.4800044466158
Dileno Lopes,1460.4274526429301
Hayder Hassan,1460.3683485189692
Amanda Cooper,1460.300352278059
David Mitchell,1460.2352397177233
Tom Watson,1460.1208984111768
Charles Rosa,1460.0937940551225
Colin Fletcher,1460.0
Leonardo Morales,1460.0
Frank Trigg,1459.9026422794814
Lina Lansberg,1459.889260602799
Dominic Waters,1459.7876995229392
Matt Van Buren,1459.6366325456872
Jason Miller,1459.4790663395222
Takashi Sato,1459.0551478541956
Kamal Shalorus,1459.053963585124
Junior Albini,1459.007058615229
Pete Sell,1458.9524580742723
Eric Schafer,1458.8666933299437
Andre Soukhamthath,1458.7172486060554
Marvin Eastman,1458.7042748442836
Dave Herman,1458.616866765156
Marcin Prachnio,1458.614748134352
Mitch Clarke,1458.6000011775238
Sean O'Connell,1458.3787117966592
Kyle Bochniak,1458.3219495818328
Tra Telligman,1458.1142346374081
Francisco Prado,1458.0510989305392
Alessio Di Chirico,1457.928131473275
Mike Massenzio,1457.912096475921
Jordan Griffin,1457.899118346878
Dan Lauzon,1457.7135370984543
Malcolm Gordon,1457.7044028319824
Gilbert Yvel,1457.556071748224
Daniel Teymur,1457.548839275054
Polyana Viana,1457.5019102049496
Assuerio Silva,1457.4271419391134
Wes Sims,1457.3253595367623
Dominique Steele,1457.292735206694
Shane Campbell,1457.246348261677
Dylan Budka,1457.082992558901
Artem Lobov,1457.0443421409186
Henry Briones,1456.9138971643972
Victoria Leonardo,1456.8229136252548
Sabah Homasi,1456.794983215867
Matt Grice,1456.7465064416654
Eddie Wineland,1456.6127674307052
Kyle Prepolec,1456.4798127574006
Brian Camozzi,1456.4058870563858
Tim Hague,1456.3604370512203
Jessica Aguilar,1456.3157682447875
Bobby Hoffman,1456.2744521291809
Mateus Mendonca,1456.2155742244277
Erick Gonzalez,1456.1140468673723
Charlie Brenneman,1456.080034486967
Vinicius Salvador,1456.0732785377809
Garreth Mclellan,1456.056326476256
Mostapha Al-Turk,1455.9414255926333
Charlie Ontiveros,1455.8623753964773
Justin Buchholz,1455.7552032856072
Eric Spicely,1455.7069622442832
Edwin Dewees,1455.688654830602
Alex Reyes,1455.6202276470206
Justin Edwards,1455.6129199883026
Felix Lee Mitchell,1455.603161605066
Salim Touahri,1455.5863727965652
Alex Chambers,1455.51007323766
Kris Moutinho,1455.5015144954125
